Sample ID	Species	Sociality	Sex	Tissue	Abstract	Publication	Collection Date	Location	RNA/DNA	Project Accession
SRR6148379	Osmia bicornis	Solitary	Female	pool of heads and abdomen	Study of the virome of 8 wild bee species in Belgium (Andrena cineraria, Andrena fulva, Andrena haemorrhoa, Bombus cryptarum, Bombus pascuorum, Bombus terrestris, Osmia bicornis and Osmia cornuta) by Illumina 2x100 bp RNA sequencing	https://www.frontiersin.org/articles/10.3389/fmicb.2018.00177/full	May-15	Belgium	RNA	PRJNA411946
SRR8335255	Apis mellifera	Eusocial	Female	whole body	The mining bee Andrena camellia is a key pollinator of oil-tea trees whose nectar is toxic to honey bees (Apis spp.). Here, we present the first transcriptome sequencing analysis for A. camellia and, through a comparison with western honey bee (A. mellifera) we identify key differentially expressed genes (DEGs) involved in galactose metabolism. Our study helps to elucidate the poisoning and detoxify mechanisms of different bee species and will provide important fundamental for pollination application on oil-tea tree.	 	Jan-17	China	RNA	PRJNA510543
SRR8335256	Apis mellifera	Eusocial	Female	whole body	The mining bee Andrena camellia is a key pollinator of oil-tea trees whose nectar is toxic to honey bees (Apis spp.). Here, we present the first transcriptome sequencing analysis for A. camellia and, through a comparison with western honey bee (A. mellifera) we identify key differentially expressed genes (DEGs) involved in galactose metabolism. Our study helps to elucidate the poisoning and detoxify mechanisms of different bee species and will provide important fundamental for pollination application on oil-tea tree.	 	Jan-17	China	RNA	PRJNA510543
SRR8335257	Apis mellifera	Eusocial	Female	whole body	The mining bee Andrena camellia is a key pollinator of oil-tea trees whose nectar is toxic to honey bees (Apis spp.). Here, we present the first transcriptome sequencing analysis for A. camellia and, through a comparison with western honey bee (A. mellifera) we identify key differentially expressed genes (DEGs) involved in galactose metabolism. Our study helps to elucidate the poisoning and detoxify mechanisms of different bee species and will provide important fundamental for pollination application on oil-tea tree.	 	Jan-17	China	RNA	PRJNA510543
SRR8335258	Apis mellifera	Eusocial	Female	whole body	The mining bee Andrena camellia is a key pollinator of oil-tea trees whose nectar is toxic to honey bees (Apis spp.). Here, we present the first transcriptome sequencing analysis for A. camellia and, through a comparison with western honey bee (A. mellifera) we identify key differentially expressed genes (DEGs) involved in galactose metabolism. Our study helps to elucidate the poisoning and detoxify mechanisms of different bee species and will provide important fundamental for pollination application on oil-tea tree.	 	Jan-17	China	RNA	PRJNA510543
SRR8754036	Apis mellifera	Eusocial	Female	whole body	Sequencing mRNA of Apis mellifera female workers before and after transportation and relocation of hives to profile transcriptional responses to stress of transportation. Samples were collected prior to transportation, immediately after arrival, and after a two week recovery period.	https://pubmed.ncbi.nlm.nih.gov/30927358/	10-Dec	North Dakota	RNA	PRJNA495845
SRR8754037	Apis mellifera	Eusocial	Female	whole body	Sequencing mRNA of Apis mellifera female workers before and after transportation and relocation of hives to profile transcriptional responses to stress of transportation. Samples were collected prior to transportation, immediately after arrival, and after a two week recovery period.	https://pubmed.ncbi.nlm.nih.gov/30927358/	10-Dec	North Dakota	RNA	PRJNA495845
SRR8754038	Apis mellifera	Eusocial	Female	whole body	Sequencing mRNA of Apis mellifera female workers before and after transportation and relocation of hives to profile transcriptional responses to stress of transportation. Samples were collected prior to transportation, immediately after arrival, and after a two week recovery period.	https://pubmed.ncbi.nlm.nih.gov/30927358/	10-Dec	North Dakota	RNA	PRJNA495845
SRR8754039	Apis mellifera	Eusocial	Female	whole body	Sequencing mRNA of Apis mellifera female workers before and after transportation and relocation of hives to profile transcriptional responses to stress of transportation. Samples were collected prior to transportation, immediately after arrival, and after a two week recovery period.	https://pubmed.ncbi.nlm.nih.gov/30927358/	10-Dec	North Dakota	RNA	PRJNA495845
SRR8754040	Apis mellifera	Eusocial	Female	whole body	Sequencing mRNA of Apis mellifera female workers before and after transportation and relocation of hives to profile transcriptional responses to stress of transportation. Samples were collected prior to transportation, immediately after arrival, and after a two week recovery period.	https://pubmed.ncbi.nlm.nih.gov/30927358/	10-Dec	North Dakota	RNA	PRJNA495845
SRR8754041	Apis mellifera	Eusocial	Female	whole body	Sequencing mRNA of Apis mellifera female workers before and after transportation and relocation of hives to profile transcriptional responses to stress of transportation. Samples were collected prior to transportation, immediately after arrival, and after a two week recovery period.	https://pubmed.ncbi.nlm.nih.gov/30927358/	10-Dec	North Dakota	RNA	PRJNA495845
SRR8754042	Apis mellifera	Eusocial	Female	whole body	Sequencing mRNA of Apis mellifera female workers before and after transportation and relocation of hives to profile transcriptional responses to stress of transportation. Samples were collected prior to transportation, immediately after arrival, and after a two week recovery period.	https://pubmed.ncbi.nlm.nih.gov/30927358/	10-Dec	North Dakota	RNA	PRJNA495845
SRR8754043	Apis mellifera	Eusocial	Female	whole body	Sequencing mRNA of Apis mellifera female workers before and after transportation and relocation of hives to profile transcriptional responses to stress of transportation. Samples were collected prior to transportation, immediately after arrival, and after a two week recovery period.	https://pubmed.ncbi.nlm.nih.gov/30927358/	10-Dec	North Dakota	RNA	PRJNA495845
SRR8754044	Apis mellifera	Eusocial	Female	whole body	Sequencing mRNA of Apis mellifera female workers before and after transportation and relocation of hives to profile transcriptional responses to stress of transportation. Samples were collected prior to transportation, immediately after arrival, and after a two week recovery period.	https://pubmed.ncbi.nlm.nih.gov/30927358/	10-Dec	North Dakota	RNA	PRJNA495845
SRR8867392	Apis mellifera	Eusocial	Female	pooled whole bodies	Study using RNAseq data to analyse virus diversity in Hawaiian apiary insects. Pest species were sampled along with honeybees to identify how widespread honeybee-associated viruses were and whether host or site specific virus associations were seen. The study primarily focused on Deformed wing virus, arguably the most important viral pathogen of honeybees but also included other common bee-associated viruses	https://www.mdpi.com/1999-4915/11/5/397	Jul-19	Hawaii	RNA	PRJNA531527 
SRR8867393	Apis mellifera	Eusocial	Female	pooled whole bodies	Study using RNAseq data to analyse virus diversity in Hawaiian apiary insects. Pest species were sampled along with honeybees to identify how widespread honeybee-associated viruses were and whether host or site specific virus associations were seen. The study primarily focused on Deformed wing virus, arguably the most important viral pathogen of honeybees but also included other common bee-associated viruses	https://www.mdpi.com/1999-4915/11/5/397	Jul-19	Hawaii	RNA	PRJNA531527 
SRR8867394	Apis mellifera	Eusocial	Female	pooled whole bodies	Study using RNAseq data to analyse virus diversity in Hawaiian apiary insects. Pest species were sampled along with honeybees to identify how widespread honeybee-associated viruses were and whether host or site specific virus associations were seen. The study primarily focused on Deformed wing virus, arguably the most important viral pathogen of honeybees but also included other common bee-associated viruses	https://www.mdpi.com/1999-4915/11/5/397	Jul-19	Hawaii	RNA	PRJNA531527 
SRR8867395	Apis mellifera	Eusocial	Female	pooled whole bodies	Study using RNAseq data to analyse virus diversity in Hawaiian apiary insects. Pest species were sampled along with honeybees to identify how widespread honeybee-associated viruses were and whether host or site specific virus associations were seen. The study primarily focused on Deformed wing virus, arguably the most important viral pathogen of honeybees but also included other common bee-associated viruses	https://www.mdpi.com/1999-4915/11/5/397	Jul-19	Hawaii	RNA	PRJNA531527 
SRR12235348	Bombus pyrosoma	Eusocial	Unknown	whole body	Comparative transcriptome reveals the adaptation mechanism of B.pyrosoma inhabiting on Tibet Plateau	https://www.mdpi.com/2075-4450/11/9/631	Jul-19	China	RNA	PRJNA646687
SRR12244814	Bombus pyrosoma	Eusocial	Unknown	whole body	Comparative transcriptome reveals the adaptation mechanism of B.pyrosoma inhabiting on Tibet Plateau	https://www.mdpi.com/2075-4450/11/9/631	Jul-19	China	RNA	PRJNA646806
ERR10123638	Bombus pascuorum	Eusocial	Unknown	abdomen	This project collects the genomic and transcriptomic data generated for Bombus pascuorum, common name common carder bee, to facilitate genome assembly and annotation as part of the Darwin Tree of Life Project (https://www.darwintreeoflife.org/). The data under this project are made available subject to the Darwin Tree of Life Open Data Release Policy (https://www.darwintreeoflife.org/project-resources/).	 	Sep-20	United Kingdom 	RNA	PRJEB43529
SRR3383868	Bombus terrestris	Eusocial	Female	head and abdomen (pooled, 5 queens)	Identification of eukaryote (micro) organisms and viruses associated with four common wild bee species in Belgium (Bombus pascuorum, Bombus terrestris, Andrena vaga and Osmia cornuta) by Ion Torrent semiconductor sequencing	https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0168456	Apr-15	Belgium	RNA	PRJNA318490
SRR3383869	Bombus pascuorum	Eusocial	Female	head and abdomen (pooled, 5 queens)	Identification of eukaryote (micro) organisms and viruses associated with four common wild bee species in Belgium (Bombus pascuorum, Bombus terrestris, Andrena vaga and Osmia cornuta) by Ion Torrent semiconductor sequencing	https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0168456	Apr-15	Belgium	RNA	PRJNA318490
SRR3383870	Osmia cornuta	Solitary	Female	head and abdomen (pooled, 5 females)	Identification of eukaryote (micro) organisms and viruses associated with four common wild bee species in Belgium (Bombus pascuorum, Bombus terrestris, Andrena vaga and Osmia cornuta) by Ion Torrent semiconductor sequencing	https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0168456	Apr-15	Belgium	RNA	PRJNA318490
SRR3383871	Andrena vaga	Solitary	Female	head and abdomen (pooled, 5 females)	Identification of eukaryote (micro) organisms and viruses associated with four common wild bee species in Belgium (Bombus pascuorum, Bombus terrestris, Andrena vaga and Osmia cornuta) by Ion Torrent semiconductor sequencing	https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0168456	Apr-15	Belgium	RNA	PRJNA318490
SRR11426431	Tetragonisca angustula	Eusocial	Female	whole body (pool of 6)	A striking feature of advanced insect societies is the existence of workers that forgo reproduction. Two broad types of workers exist in eusocial bees: nurses which care for their young siblings and the queen, and foragers who guard the nest and forage for food. Comparisons between this two worker subcastes have been performed in honeybees, but data from other bees are scarce. To understand whether similar molecular mechanisms are involved in nurse-forager differences across distinct species, we compared gene expression and DNA methylation profiles between nurses and foragers of the buff-tailed bumblebee Bombus terrestris and of the stingless bee Tetragonisca angustula	https://www.nature.com/articles/s41598-020-75432-8	Jan-04	Brazil 	RNA	PRJNA615177
SRR11426432	Tetragonisca angustula	Eusocial	Female	whole body (pool of 6)	A striking feature of advanced insect societies is the existence of workers that forgo reproduction. Two broad types of workers exist in eusocial bees: nurses which care for their young siblings and the queen, and foragers who guard the nest and forage for food. Comparisons between this two worker subcastes have been performed in honeybees, but data from other bees are scarce. To understand whether similar molecular mechanisms are involved in nurse-forager differences across distinct species, we compared gene expression and DNA methylation profiles between nurses and foragers of the buff-tailed bumblebee Bombus terrestris and of the stingless bee Tetragonisca angustula	https://www.nature.com/articles/s41598-020-75432-8	Jan-04	Brazil 	RNA	PRJNA615177
SRR11426433	Tetragonisca angustula	Eusocial	Female	whole body (pool of 6)	A striking feature of advanced insect societies is the existence of workers that forgo reproduction. Two broad types of workers exist in eusocial bees: nurses which care for their young siblings and the queen, and foragers who guard the nest and forage for food. Comparisons between this two worker subcastes have been performed in honeybees, but data from other bees are scarce. To understand whether similar molecular mechanisms are involved in nurse-forager differences across distinct species, we compared gene expression and DNA methylation profiles between nurses and foragers of the buff-tailed bumblebee Bombus terrestris and of the stingless bee Tetragonisca angustula	https://www.nature.com/articles/s41598-020-75432-8	Jan-04	Brazil 	RNA	PRJNA615177
SRR11440494	Tetragonisca angustula	Eusocial	Female	whole body (pool of 6)	A striking feature of advanced insect societies is the existence of workers that forgo reproduction. Two broad types of workers exist in eusocial bees: nurses which care for their young siblings and the queen, and foragers who guard the nest and forage for food. Comparisons between this two worker subcastes have been performed in honeybees, but data from other bees are scarce. To understand whether similar molecular mechanisms are involved in nurse-forager differences across distinct species, we compared gene expression and DNA methylation profiles between nurses and foragers of the buff-tailed bumblebee Bombus terrestris and of the stingless bee Tetragonisca angustula	https://www.nature.com/articles/s41598-020-75432-8	Jan-04	Brazil 	RNA	PRJNA615177
SRR11440495	Tetragonisca angustula	Eusocial	Female	whole body (pool of 6)	A striking feature of advanced insect societies is the existence of workers that forgo reproduction. Two broad types of workers exist in eusocial bees: nurses which care for their young siblings and the queen, and foragers who guard the nest and forage for food. Comparisons between this two worker subcastes have been performed in honeybees, but data from other bees are scarce. To understand whether similar molecular mechanisms are involved in nurse-forager differences across distinct species, we compared gene expression and DNA methylation profiles between nurses and foragers of the buff-tailed bumblebee Bombus terrestris and of the stingless bee Tetragonisca angustula	https://www.nature.com/articles/s41598-020-75432-8	Jan-04	Brazil 	RNA	PRJNA615177
SRR11440496	Tetragonisca angustula	Eusocial	Female	whole body (pool of 6)	A striking feature of advanced insect societies is the existence of workers that forgo reproduction. Two broad types of workers exist in eusocial bees: nurses which care for their young siblings and the queen, and foragers who guard the nest and forage for food. Comparisons between this two worker subcastes have been performed in honeybees, but data from other bees are scarce. To understand whether similar molecular mechanisms are involved in nurse-forager differences across distinct species, we compared gene expression and DNA methylation profiles between nurses and foragers of the buff-tailed bumblebee Bombus terrestris and of the stingless bee Tetragonisca angustula	https://www.nature.com/articles/s41598-020-75432-8	Jan-04	Brazil 	RNA	PRJNA615177
SRR11445089	Bombus terrestris	Eusocial	Female	whole body (pool of 3)	A striking feature of advanced insect societies is the existence of workers that forgo reproduction. Two broad types of workers exist in eusocial bees: nurses which care for their young siblings and the queen, and foragers who guard the nest and forage for food. Comparisons between this two worker subcastes have been performed in honeybees, but data from other bees are scarce. To understand whether similar molecular mechanisms are involved in nurse-forager differences across distinct species, we compared gene expression and DNA methylation profiles between nurses and foragers of the buff-tailed bumblebee Bombus terrestris and of the stingless bee Tetragonisca angustula	https://www.nature.com/articles/s41598-020-75432-8	Jan-05	United Kingdom 	RNA	PRJNA615177
SRR11445090	Bombus terrestris	Eusocial	Female	whole body (pool of 3)	A striking feature of advanced insect societies is the existence of workers that forgo reproduction. Two broad types of workers exist in eusocial bees: nurses which care for their young siblings and the queen, and foragers who guard the nest and forage for food. Comparisons between this two worker subcastes have been performed in honeybees, but data from other bees are scarce. To understand whether similar molecular mechanisms are involved in nurse-forager differences across distinct species, we compared gene expression and DNA methylation profiles between nurses and foragers of the buff-tailed bumblebee Bombus terrestris and of the stingless bee Tetragonisca angustula	https://www.nature.com/articles/s41598-020-75432-8	Jan-05	United Kingdom 	RNA	PRJNA615177
SRR11448239	Bombus terrestris	Eusocial	Female	whole body (pool of 3)	A striking feature of advanced insect societies is the existence of workers that forgo reproduction. Two broad types of workers exist in eusocial bees: nurses which care for their young siblings and the queen, and foragers who guard the nest and forage for food. Comparisons between this two worker subcastes have been performed in honeybees, but data from other bees are scarce. To understand whether similar molecular mechanisms are involved in nurse-forager differences across distinct species, we compared gene expression and DNA methylation profiles between nurses and foragers of the buff-tailed bumblebee Bombus terrestris and of the stingless bee Tetragonisca angustula	https://www.nature.com/articles/s41598-020-75432-8	Jan-05	United Kingdom 	RNA	PRJNA615177
SRR11448240	Bombus terrestris	Eusocial	Female	whole body (pool of 3)	A striking feature of advanced insect societies is the existence of workers that forgo reproduction. Two broad types of workers exist in eusocial bees: nurses which care for their young siblings and the queen, and foragers who guard the nest and forage for food. Comparisons between this two worker subcastes have been performed in honeybees, but data from other bees are scarce. To understand whether similar molecular mechanisms are involved in nurse-forager differences across distinct species, we compared gene expression and DNA methylation profiles between nurses and foragers of the buff-tailed bumblebee Bombus terrestris and of the stingless bee Tetragonisca angustula	https://www.nature.com/articles/s41598-020-75432-8	Jan-05	United Kingdom 	RNA	PRJNA615177
SRR11448241	Bombus terrestris	Eusocial	Female	whole body (pool of 3)	A striking feature of advanced insect societies is the existence of workers that forgo reproduction. Two broad types of workers exist in eusocial bees: nurses which care for their young siblings and the queen, and foragers who guard the nest and forage for food. Comparisons between this two worker subcastes have been performed in honeybees, but data from other bees are scarce. To understand whether similar molecular mechanisms are involved in nurse-forager differences across distinct species, we compared gene expression and DNA methylation profiles between nurses and foragers of the buff-tailed bumblebee Bombus terrestris and of the stingless bee Tetragonisca angustula	https://www.nature.com/articles/s41598-020-75432-8	Jan-05	United Kingdom 	RNA	PRJNA615177
SRR2001612	Habropoda laboriosa	Solitary	Male	whole body	The overarching goal of this project is to identify the genomic signatures of social evolution.	https://academic.oup.com/gbe/article/13/6/evab075/6259147	Feb-11	Florida	RNA	PRJNA279436
SRR1943074	Habropoda laboriosa	Solitary	Male	whole body	The overarching goal of this project is to identify the genomic signatures of social evolution.	https://academic.oup.com/gbe/article/13/6/evab075/6259147	Feb-11	Florida	DNA	PRJNA279436
SRR1943075	Habropoda laboriosa	Solitary	Male	whole body	The overarching goal of this project is to identify the genomic signatures of social evolution.	https://academic.oup.com/gbe/article/13/6/evab075/6259147	Feb-11	Florida	DNA	PRJNA279436
SRR1943076	Habropoda laboriosa	Solitary	Male	whole body	The overarching goal of this project is to identify the genomic signatures of social evolution.	https://academic.oup.com/gbe/article/13/6/evab075/6259147	Feb-11	Florida	DNA	PRJNA279436
SRR2001621	Eufriesea mexicana	Socially polymorphic	Male	whole body	The overarching goal of this project is to identify the genomic signatures of social evolution.	https://academic.oup.com/gbe/article/13/6/evab075/6259147	Jul-11	Mexico	RNA	PRJNA279814
SRR1945063	Eufriesea mexicana	Socially polymorphic	Male	whole body	The overarching goal of this project is to identify the genomic signatures of social evolution.	https://academic.oup.com/gbe/article/13/6/evab075/6259147	Jul-11	Mexico	DNA	PRJNA279814
SRR1945064	Eufriesea mexicana	Socially polymorphic	Male	whole body	The overarching goal of this project is to identify the genomic signatures of social evolution.	https://academic.oup.com/gbe/article/13/6/evab075/6259147	Jul-11	Mexico	DNA	PRJNA279814
SRR1945065	Eufriesea mexicana	Socially polymorphic	Male	whole body	The overarching goal of this project is to identify the genomic signatures of social evolution.	https://academic.oup.com/gbe/article/13/6/evab075/6259147	Jul-11	Mexico	DNA	PRJNA279814
SRR3948521	Megalopta genalis	Socially polymorphic	Female	whole body	Four female phenotypes of the facultatively eusocial sweat bee, Megalopta genalis (Hymenoptera: Halictidae) were collected from observation nests on Barro Colorado Island, Panama. Poly(A)-selected RNA was isolated from whole brains and eviscerated abdomens and used for RNAseq library preparation followed by sequencing on an Illumina HiSeq 2500 at the WM Keck Center at the University of Illinois at Urbana-Champaign. Submitted to SRA are the raw reads from 55 libraries (25 abdominal libraries and 30 brains)	https://royalsocietypublishing.org/doi/full/10.1098/rspb.2016.2228	Jul-13	Panama	RNA	PRJNA331103
SRR3948528	Megalopta genalis	Socially polymorphic	Female	whole body	Four female phenotypes of the facultatively eusocial sweat bee, Megalopta genalis (Hymenoptera: Halictidae) were collected from observation nests on Barro Colorado Island, Panama. Poly(A)-selected RNA was isolated from whole brains and eviscerated abdomens and used for RNAseq library preparation followed by sequencing on an Illumina HiSeq 2500 at the WM Keck Center at the University of Illinois at Urbana-Champaign. Submitted to SRA are the raw reads from 55 libraries (25 abdominal libraries and 30 brains)	https://royalsocietypublishing.org/doi/full/10.1098/rspb.2016.2228	Jul-14	Panama	RNA	PRJNA331103
SRR3948531	Megalopta genalis	Socially polymorphic	Female	whole body	Four female phenotypes of the facultatively eusocial sweat bee, Megalopta genalis (Hymenoptera: Halictidae) were collected from observation nests on Barro Colorado Island, Panama. Poly(A)-selected RNA was isolated from whole brains and eviscerated abdomens and used for RNAseq library preparation followed by sequencing on an Illumina HiSeq 2500 at the WM Keck Center at the University of Illinois at Urbana-Champaign. Submitted to SRA are the raw reads from 55 libraries (25 abdominal libraries and 30 brains)	https://royalsocietypublishing.org/doi/full/10.1098/rspb.2016.2228	Jul-14	Panama	RNA	PRJNA331103
SRR3948533	Megalopta genalis	Socially polymorphic	Female	whole body	Four female phenotypes of the facultatively eusocial sweat bee, Megalopta genalis (Hymenoptera: Halictidae) were collected from observation nests on Barro Colorado Island, Panama. Poly(A)-selected RNA was isolated from whole brains and eviscerated abdomens and used for RNAseq library preparation followed by sequencing on an Illumina HiSeq 2500 at the WM Keck Center at the University of Illinois at Urbana-Champaign. Submitted to SRA are the raw reads from 55 libraries (25 abdominal libraries and 30 brains)	https://royalsocietypublishing.org/doi/full/10.1098/rspb.2016.2228	Jul-14	Panama	RNA	PRJNA331103
SRR3948536	Megalopta genalis	Socially polymorphic	Female	whole body	Four female phenotypes of the facultatively eusocial sweat bee, Megalopta genalis (Hymenoptera: Halictidae) were collected from observation nests on Barro Colorado Island, Panama. Poly(A)-selected RNA was isolated from whole brains and eviscerated abdomens and used for RNAseq library preparation followed by sequencing on an Illumina HiSeq 2500 at the WM Keck Center at the University of Illinois at Urbana-Champaign. Submitted to SRA are the raw reads from 55 libraries (25 abdominal libraries and 30 brains)	https://royalsocietypublishing.org/doi/full/10.1098/rspb.2016.2228	Jul-13	Panama	RNA	PRJNA331103
SRR3948537	Megalopta genalis	Socially polymorphic	Female	whole body	Four female phenotypes of the facultatively eusocial sweat bee, Megalopta genalis (Hymenoptera: Halictidae) were collected from observation nests on Barro Colorado Island, Panama. Poly(A)-selected RNA was isolated from whole brains and eviscerated abdomens and used for RNAseq library preparation followed by sequencing on an Illumina HiSeq 2500 at the WM Keck Center at the University of Illinois at Urbana-Champaign. Submitted to SRA are the raw reads from 55 libraries (25 abdominal libraries and 30 brains)	https://royalsocietypublishing.org/doi/full/10.1098/rspb.2016.2228	Jul-14	Panama	RNA	PRJNA331103
SRR3948540	Megalopta genalis	Socially polymorphic	Female	whole body	Four female phenotypes of the facultatively eusocial sweat bee, Megalopta genalis (Hymenoptera: Halictidae) were collected from observation nests on Barro Colorado Island, Panama. Poly(A)-selected RNA was isolated from whole brains and eviscerated abdomens and used for RNAseq library preparation followed by sequencing on an Illumina HiSeq 2500 at the WM Keck Center at the University of Illinois at Urbana-Champaign. Submitted to SRA are the raw reads from 55 libraries (25 abdominal libraries and 30 brains)	https://royalsocietypublishing.org/doi/full/10.1098/rspb.2016.2228	May-14	Panama	RNA	PRJNA331103
SRR3948542	Megalopta genalis	Socially polymorphic	Female	whole body	Four female phenotypes of the facultatively eusocial sweat bee, Megalopta genalis (Hymenoptera: Halictidae) were collected from observation nests on Barro Colorado Island, Panama. Poly(A)-selected RNA was isolated from whole brains and eviscerated abdomens and used for RNAseq library preparation followed by sequencing on an Illumina HiSeq 2500 at the WM Keck Center at the University of Illinois at Urbana-Champaign. Submitted to SRA are the raw reads from 55 libraries (25 abdominal libraries and 30 brains)	https://royalsocietypublishing.org/doi/full/10.1098/rspb.2016.2228	May-14	Panama	RNA	PRJNA331103
SRR3948544	Megalopta genalis	Socially polymorphic	Female	whole body	Four female phenotypes of the facultatively eusocial sweat bee, Megalopta genalis (Hymenoptera: Halictidae) were collected from observation nests on Barro Colorado Island, Panama. Poly(A)-selected RNA was isolated from whole brains and eviscerated abdomens and used for RNAseq library preparation followed by sequencing on an Illumina HiSeq 2500 at the WM Keck Center at the University of Illinois at Urbana-Champaign. Submitted to SRA are the raw reads from 55 libraries (25 abdominal libraries and 30 brains)	https://royalsocietypublishing.org/doi/full/10.1098/rspb.2016.2228	Apr-14	Panama	RNA	PRJNA331103
SRR3948548	Megalopta genalis	Socially polymorphic	Female	whole body	Four female phenotypes of the facultatively eusocial sweat bee, Megalopta genalis (Hymenoptera: Halictidae) were collected from observation nests on Barro Colorado Island, Panama. Poly(A)-selected RNA was isolated from whole brains and eviscerated abdomens and used for RNAseq library preparation followed by sequencing on an Illumina HiSeq 2500 at the WM Keck Center at the University of Illinois at Urbana-Champaign. Submitted to SRA are the raw reads from 55 libraries (25 abdominal libraries and 30 brains)	https://royalsocietypublishing.org/doi/full/10.1098/rspb.2016.2228	Jul-14	Panama	RNA	PRJNA331103
SRR3948550	Megalopta genalis	Socially polymorphic	Female	whole body	Four female phenotypes of the facultatively eusocial sweat bee, Megalopta genalis (Hymenoptera: Halictidae) were collected from observation nests on Barro Colorado Island, Panama. Poly(A)-selected RNA was isolated from whole brains and eviscerated abdomens and used for RNAseq library preparation followed by sequencing on an Illumina HiSeq 2500 at the WM Keck Center at the University of Illinois at Urbana-Champaign. Submitted to SRA are the raw reads from 55 libraries (25 abdominal libraries and 30 brains)	https://royalsocietypublishing.org/doi/full/10.1098/rspb.2016.2228	Apr-14	Panama	RNA	PRJNA331103
SRR3948554	Megalopta genalis	Socially polymorphic	Female	whole body	Four female phenotypes of the facultatively eusocial sweat bee, Megalopta genalis (Hymenoptera: Halictidae) were collected from observation nests on Barro Colorado Island, Panama. Poly(A)-selected RNA was isolated from whole brains and eviscerated abdomens and used for RNAseq library preparation followed by sequencing on an Illumina HiSeq 2500 at the WM Keck Center at the University of Illinois at Urbana-Champaign. Submitted to SRA are the raw reads from 55 libraries (25 abdominal libraries and 30 brains)	https://royalsocietypublishing.org/doi/full/10.1098/rspb.2016.2228	May-15	Panama	RNA	PRJNA331103
SRR3948556	Megalopta genalis	Socially polymorphic	Female	whole body	Four female phenotypes of the facultatively eusocial sweat bee, Megalopta genalis (Hymenoptera: Halictidae) were collected from observation nests on Barro Colorado Island, Panama. Poly(A)-selected RNA was isolated from whole brains and eviscerated abdomens and used for RNAseq library preparation followed by sequencing on an Illumina HiSeq 2500 at the WM Keck Center at the University of Illinois at Urbana-Champaign. Submitted to SRA are the raw reads from 55 libraries (25 abdominal libraries and 30 brains)	https://royalsocietypublishing.org/doi/full/10.1098/rspb.2016.2228	Apr-14	Panama	RNA	PRJNA331103
SRR3948560	Megalopta genalis	Socially polymorphic	Female	whole body	Four female phenotypes of the facultatively eusocial sweat bee, Megalopta genalis (Hymenoptera: Halictidae) were collected from observation nests on Barro Colorado Island, Panama. Poly(A)-selected RNA was isolated from whole brains and eviscerated abdomens and used for RNAseq library preparation followed by sequencing on an Illumina HiSeq 2500 at the WM Keck Center at the University of Illinois at Urbana-Champaign. Submitted to SRA are the raw reads from 55 libraries (25 abdominal libraries and 30 brains)	https://royalsocietypublishing.org/doi/full/10.1098/rspb.2016.2228	May-14	Panama	RNA	PRJNA331103
SRR3948562	Megalopta genalis	Socially polymorphic	Female	whole body	Four female phenotypes of the facultatively eusocial sweat bee, Megalopta genalis (Hymenoptera: Halictidae) were collected from observation nests on Barro Colorado Island, Panama. Poly(A)-selected RNA was isolated from whole brains and eviscerated abdomens and used for RNAseq library preparation followed by sequencing on an Illumina HiSeq 2500 at the WM Keck Center at the University of Illinois at Urbana-Champaign. Submitted to SRA are the raw reads from 55 libraries (25 abdominal libraries and 30 brains)	https://royalsocietypublishing.org/doi/full/10.1098/rspb.2016.2228	Jun-13	Panama	RNA	PRJNA331103
SRR3948563	Megalopta genalis	Socially polymorphic	Female	whole body	Four female phenotypes of the facultatively eusocial sweat bee, Megalopta genalis (Hymenoptera: Halictidae) were collected from observation nests on Barro Colorado Island, Panama. Poly(A)-selected RNA was isolated from whole brains and eviscerated abdomens and used for RNAseq library preparation followed by sequencing on an Illumina HiSeq 2500 at the WM Keck Center at the University of Illinois at Urbana-Champaign. Submitted to SRA are the raw reads from 55 libraries (25 abdominal libraries and 30 brains)	https://royalsocietypublishing.org/doi/full/10.1098/rspb.2016.2228	Mar-14	Panama	RNA	PRJNA331103
SRR3948564	Megalopta genalis	Socially polymorphic	Female	whole body	Four female phenotypes of the facultatively eusocial sweat bee, Megalopta genalis (Hymenoptera: Halictidae) were collected from observation nests on Barro Colorado Island, Panama. Poly(A)-selected RNA was isolated from whole brains and eviscerated abdomens and used for RNAseq library preparation followed by sequencing on an Illumina HiSeq 2500 at the WM Keck Center at the University of Illinois at Urbana-Champaign. Submitted to SRA are the raw reads from 55 libraries (25 abdominal libraries and 30 brains)	https://royalsocietypublishing.org/doi/full/10.1098/rspb.2016.2228	May-14	Panama	RNA	PRJNA331103
